target,mae_physics,mae_baseline,mae_guided,r2_physics,r2_baseline,r2_guided
Tg_K,4.495843032293759,42.88466149396417,8.419252675902106,0.9628232964286688,-3.7178800316244454,0.9003428912036816
Tm_K,9.80586978856052,66.31318961197685,11.030265508218955,0.9240230725164343,-5.10920303734843,0.8978218768449535
E_MPa,51.82573808187962,205.82730429163385,75.75562023047868,0.9873627297251821,0.8635133028872026,0.9709412486997993
