w_ptmo,label,t,A_true,B_true,P_true,A_noisy,B_noisy,X_true
0.05,5% PTMO,7.224080267558528,0.06734450469600248,0.05034450469600246,0.02965549530399753,0.06599747052377969,0.053932215974982274,0.3057267557113147
0.05,5% PTMO,7.25752508361204,0.0672539336002473,0.05025393360024728,0.02974606639975271,0.07476571886072744,0.05062440750234616,0.306660478347966
0.05,5% PTMO,7.290969899665551,0.06716364680966784,0.05016364680966783,0.029836353190332163,0.0753067245375243,0.043263139518593376,0.30759127000342434
0.05,5% PTMO,7.3244147157190636,0.06707364299576449,0.05007364299576448,0.029926357004235515,0.05855673079898871,0.049795904501281386,0.308519144373562
0.05,5% PTMO,7.357859531772575,0.06698392083861625,0.04998392083861624,0.03001607916138375,0.06890424808331279,0.04982044709814577,0.3094441150658119
0.05,5% PTMO,7.391304347826087,0.0668944790268808,0.049894479026880795,0.030105520973119203,0.056557268526681415,0.04944887882931685,0.31036619559916706
0.05,5% PTMO,7.424749163879598,0.06680531625779446,0.04980531625779444,0.03019468374220555,0.060282968755270186,0.053153679001944634,0.3112853994041809
0.05,5% PTMO,7.45819397993311,0.06671643123717216,0.04971643123717216,0.030283568762827836,0.0685494224676564,0.04501703230553539,0.3122017398229674
0.05,5% PTMO,7.4916387959866215,0.06662782267940756,0.04962782267940755,0.030372177320592438,0.06405848809272409,0.04433175506996279,0.3131152301092004
0.05,5% PTMO,7.525083612040134,0.06653948930747289,0.049539489307472886,0.030460510692527108,0.06622609382110703,0.05431520090997908,0.3140258834281146
0.05,5% PTMO,7.558528428093645,0.06645142985291908,0.04945142985291907,0.03054857014708093,0.06152279962124135,0.05197166243050829,0.3149337128565044
0.05,5% PTMO,7.591973244147157,0.06636364305587565,0.04936364305587564,0.03063635694412435,0.06371235496401345,0.045399278894563924,0.3158387313827253
0.05,5% PTMO,7.625418060200668,0.06627612766505084,0.04927612766505083,0.03072387233494916,0.06574097586527805,0.04409991605295396,0.31674095190669244
0.05,5% PTMO,7.65886287625418,0.06618888243749407,0.04918888243749406,0.030811117562505933,0.06342063591075817,0.043199492974549815,0.3176403872423292
0.05,5% PTMO,7.692307692307692,0.06610190611651948,0.04910190611651947,0.030898093883480523,0.07592553178110142,0.04927822387637811,0.31853705034516006
0.05,5% PTMO,7.725752508361204,0.0660151974612231,0.04901519746122309,0.0309848025387769,0.06251656992126017,0.0500850970148942,0.3194309540080093
0.05,5% PTMO,7.759197324414715,0.06592875525233177,0.04892875525233175,0.031071244747668238,0.06536711500387762,0.047823907254665635,0.3203221108007034
0.05,5% PTMO,7.792642140468227,0.0658425782771776,0.048842578277177584,0.031157421722822407,0.06891341177739473,0.05263011682741411,0.3212105332249732
0.05,5% PTMO,7.826086956521738,0.06575666532969804,0.048756665329698023,0.031243334670301964,0.0631041595916454,0.04587757412647463,0.32209623371445323
0.05,5% PTMO,7.8595317725752505,0.06567101521043582,0.048671015210435806,0.03132898478956418,0.0642957567246776,0.03716140938675788,0.32297922463468226
0.05,5% PTMO,7.892976588628763,0.06558562672653899,0.048585626726538975,0.03141437327346102,0.05800967141554623,0.0554199980637616,0.3238595182831032
0.05,5% PTMO,7.926421404682274,0.06550049869176089,0.048500498691760874,0.03149950130823912,0.0737253372592673,0.04725531849397898,0.32473712688906303
0.05,5% PTMO,7.959866220735786,0.06541562992646016,0.04841562992646015,0.03158437007353984,0.06829841474173899,0.04997188069917784,0.3256120626138128
0.05,5% PTMO,7.993311036789297,0.06533101925760078,0.04833101925760076,0.031668980742399225,0.08072542329987696,0.05392889381477365,0.3264843375505075
0.05,5% PTMO,8.02675585284281,0.06524666551875198,0.048246665518751966,0.03175333448124802,0.06460707756134815,0.043468963315749835,0.3273539637242064
0.05,5% PTMO,8.060200668896321,0.06516256755008834,0.04816256755008832,0.03183743244991167,0.05713033594880048,0.04917988572942444,0.3282209530918728
0.05,5% PTMO,8.093645484949832,0.06507872419838971,0.0480787241983897,0.0319212758016103,0.06129697047196819,0.04096745565040132,0.32908531754237413
0.05,5% PTMO,8.127090301003344,0.06499513431704126,0.04799513431704125,0.03200486568295874,0.06176226989582863,0.042587394298969274,0.32994706889648184
0.05,5% PTMO,8.160535117056856,0.06491179676603348,0.047911796766033465,0.03208820323396653,0.0733475049413963,0.05231999555078072,0.33080621890687134
0.05,5% PTMO,8.193979933110368,0.06482871041196211,0.04782871041196211,0.03217128958803789,0.06478884720537903,0.055228431106412235,0.33166277925812254
0.05,5% PTMO,8.227424749163879,0.06474587412802828,0.04774587412802826,0.032254125871971726,0.06513271566626637,0.043439453121386945,0.33251676156671883
0.05,5% PTMO,8.26086956521739,0.06466328679403832,0.04766328679403831,0.03233671320596168,0.07227890718038661,0.050357837012461604,0.33336817738104824
0.05,5% PTMO,8.294314381270903,0.06458094729640396,0.04758094729640394,0.032419052703596046,0.05939471652477167,0.0466292539059859,0.3342170381814025
0.05,5% PTMO,8.327759197324415,0.06449885452814216,0.04749885452814215,0.03250114547185785,0.060120763261218374,0.04058485587332047,0.3350633553799777
0.05,5% PTMO,8.361204013377925,0.06441700738887524,0.04741700738887522,0.032582992611124774,0.06904789512653345,0.056964090591225876,0.3359071403208739
0.05,5% PTMO,8.394648829431437,0.06433540478483077,0.047335404784830754,0.032664595215169234,0.05734256691573506,0.050150250968283606,0.33674840428009517
0.05,5% PTMO,8.42809364548495,0.06425404562884167,0.04725404562884166,0.032745954371158334,0.06100083278323253,0.04481841871001818,0.3375871584655498
0.05,5% PTMO,8.461538461538462,0.06417292884034614,0.047172928840346136,0.03282707115965386,0.061210959219151796,0.042852974991947054,0.33842341401705006
0.05,5% PTMO,8.494983277591972,0.06409205334538771,0.04709205334538769,0.032907946654612295,0.06433466148511185,0.042937302763332505,0.3392571820063122
0.05,5% PTMO,8.528428093645484,0.06401141807661516,0.04701141807661515,0.032988581923384844,0.06536370220551435,0.046760227529369466,0.34008847343695714
0.05,5% PTMO,8.561872909698996,0.06393102197328263,0.04693102197328262,0.03306897802671738,0.06273628173895057,0.04239320366307463,0.34091729924450903
0.05,5% PTMO,8.595317725752508,0.06385086398124953,0.04685086398124951,0.033149136018750476,0.06096700732840787,0.050627820110378294,0.3417436702963966
0.05,5% PTMO,8.62876254180602,0.06377094305298059,0.046770943052980574,0.03322905694701942,0.06627552899110249,0.041883166828987815,0.3425675973919527
0.05,5% PTMO,8.66220735785953,0.06369125814754584,0.04669125814754582,0.03330874185245417,0.06418791967469197,0.050448193764404764,0.34338909126241407
0.05,5% PTMO,8.695652173913043,0.0636118082306206,0.04661180823062058,0.03338819176937941,0.05526478182501374,0.04932860919252026,0.3442081625709217
0.05,5% PTMO,8.729096989966555,0.06353259227448552,0.046532592274485494,0.03346740772551449,0.060219473479756286,0.049385585617451294,0.3450248219125205
0.05,5% PTMO,8.762541806020067,0.06345360925802652,0.0464536092580265,0.033546390741973485,0.05963731347531394,0.03742919875470391,0.34583907981415957
0.05,5% PTMO,8.795986622073578,0.06337485816673487,0.04637485816673485,0.033625141833265135,0.05523714597731905,0.046615282900041764,0.3466509467346921
